1501	-0.002		0	0.0001
1503	-0.005		0.0002	0.0002
1504	0.006		0.0002	0.0003
1506	-0.003		0.0004	0.0005
1508	0.001		0.0006	0.0006
1510	0.001		0.0008	0.0008
1512	0.013		0.001	0.001
1514	0.006		0.0011	0.0012
1515	0.012		0.0012	0.0013
1517	0.003		0.0014	0.0014
1519	0.015		0.0016	0.0016
1521	0.012		0.0022	0.0024
1523	0.024		0.0036	0.0039
1525	0.040		0.0051	0.0054
1526	0.041		0.0059	0.0061
1528	0.057		0.0074	0.0077
1530	0.076		0.009	0.0093
1532	0.097		0.0116	0.0116
1534	0.120		0.0146	0.014
1536	0.176		0.0176	0.0165
1538	0.215		0.0207	0.019
1540	0.274		0.0238	0.0216
1542	0.339		0.0327	0.0351
1543	0.393		0.0378	0.0419
1545	0.462		0.0479	0.0557
1547	0.499		0.0667	0.0696
1549	0.558		0.0873	0.0837
1551	0.598		0.1138	0.1104
1553	0.634		0.1513	0.1497
1555	0.667		0.1893	0.1894
1557	0.704		0.2278	0.2295
1559	0.724		0.2669	0.2701
1561	0.750		0.312	0.3179
1563	0.778		0.368	0.3732
1565	0.808		0.4248	0.4294
1567	0.825		0.4826	0.4865
1569	0.851		0.5412	0.5446
1571	0.867		0.598	0.5989
1572	0.872		0.6252	0.6239
1574	0.884		0.6801	0.6746
1576	0.902		0.7319	0.726
1578	0.901		0.7775	0.7781
1580	0.896		0.8236	0.8308
1582	0.897		0.8578	0.8553
1584	0.890		0.8903	0.88
1586	0.899		0.9165	0.905
1588	0.884		0.9302	0.9301
1590	0.876		0.9287	0.9555
1592	0.867		0.9468	0.9526
1594	0.873		0.9429	0.9497
1596	0.872		0.9368	0.9467
1598	0.879		0.9327	0.9438
1600	0.874		0.9325	0.9409
1602	0.861		0.929	0.9415
1604	0.859		0.9284	0.9421
1606	0.877		0.9282	0.9428
1608	0.879		0.928	0.9434
1610	0.899		0.9396	0.944
1613	0.893		0.9493	0.9519
1615	0.900		0.955	0.9572
1617	0.897		0.9606	0.9625
1619	0.917		0.9662	0.9677
1621	0.921		0.9719	0.9718
1623	0.926		0.9775	0.9747
1625	0.929		0.9831	0.9777
1627	0.945		0.9877	0.9806
1629	0.947		0.9888	0.9835
1631	0.948		0.9871	0.9842
1633	0.955		0.9848	0.9827
1635	0.952		0.9825	0.9813
1637	0.969		0.9802	0.9798
1639	0.960		0.9778	0.9783
1641	0.962		0.9758	0.9763
1643	0.959		0.974	0.9737
1645	0.978		0.9721	0.9711
1647	0.960		0.9703	0.9686
1649	0.955		0.9685	0.966
1651	0.952		0.9672	0.9661
1653	0.951		0.9679	0.9687
1656	0.952		0.9732	0.9727
1658	0.956		0.9768	0.9753
1660	0.944		0.9803	0.978
1662	0.935		0.9833	0.979
1664	0.933		0.9861	0.98
1666	0.928		0.9875	0.981
1668	0.942		0.9859	0.982
1670	0.948		0.9844	0.983
1672	0.942		0.9834	0.9837
1674	0.933		0.9824	0.9844
1676	0.944		0.9813	0.985
1678	0.948		0.9803	0.9857
1680	0.945		0.9793	0.9864
1682	0.943		0.9783	0.9844
1684	0.951		0.9772	0.9825
1687	0.964		0.9597	0.9796
1689	0.967		0.9746	0.9776
1691	0.971		0.9751	0.9784
1693	0.974		0.9784	0.982
1695	0.991		0.9816	0.9857
1697	0.995		0.9849	0.9893
1699	0.999		0.9882	0.9926
1701	0.996		0.9905	0.9953
1703	0.994		0.9918	0.9963
1705	1.000		0.9932	0.9974
1707	0.994		0.9946	0.9985
1709	0.983		0.9961	0.9995
1711	0.990		0.9978	0.9997
1714	0.987		0.9995	0.9988
1716	0.992		0.9991	0.9981
1718	0.986		0.9962	0.9975
1720	0.981		0.9932	0.9968
1722	0.983		0.9896	0.9922
1724	0.976		0.9859	0.9877
1725	0.978		0.974	0.9854
1726	0.970		0.9821	0.9831
1728	0.968		0.9784	0.9785
1730	0.960		0.9746	0.974
1732	0.944		0.9709	0.9706
1734	0.921		0.9671	0.9671
1736	0.883		0.9634	0.9637
1738	0.845		0.9597	0.9603
1740	0.791		0.9559	0.9569
1742	0.711		0.9541	0.9555
1744	0.638		0.9526	0.9542
1747	0.547		0.9504	0.9523
1749	0.462		0.9489	0.9509
1751	0.393		0.9505	0.9505
1753	0.325		0.9572	0.9508
1755	0.267		0.9638	0.9512
1757	0.212		0.9635	0.9516
1759	0.175		0.9614	0.9519
1761	0.142		0.957	0.946
1763	0.111		0.9483	0.9339
1765	0.084		0.9397	0.9219
1767	0.077		0.9197	0.9098
1769	0.058		0.8978	0.8915
1771	0.049		0.8679	0.8651
1773	0.042		0.8235	0.8124
1775	0.039		0.779	0.7597
1777	0.034		0.7234	0.7069
1779	0.020		0.6658	0.6542
1781	0.021		0.6072	0.5968
1783	0.022		0.5466	0.535
1785	0.011		0.486	0.4732
1787	0.012		0.4245	0.4114
1789	0.004		0.3647	0.3497
1791	0.008		0.3134	0.3026
1793	0.000		0.2792	0.2698
1795	0.000		0.245	0.2369
1797	0.000		0.2108	0.204
1799	0.000		0.1767	0.171
1801	0.000		0.1488	0.1462
1803	0.000		0.1327	0.1294
1805	0.000		0.1167	0.1127
1807	0.000		0.1007	0.096
1809	0.000		0.0847	0.0794
1811	0.000		0.0723	0.0684
1813	0.000		0.0661	0.0629
1815	0.000		0.0599	0.0574
1820	0.000		0.0446	0.0463
1825	0.000		0.0333	0.0326
1830	0.000		0.0224	0.0217
1840	0.000		0.0164	0.0129
1850	0.000		0.0109	0.0086
1860	0.000		0.0073	0.0043
1870	0.000		0.0037	0.0032
1880	0.000		0.0001	0.0021
